,IIR_UNIT_ID,Customer.name,Location.name,Unit.slug,Component.slug,slug,nominal,Component_type,Power_Cust,tubes_inspected,bins_collected,tube_ft_inspected,crits_per10k,Tubes w 10% Loss,Tubes w 20% Loss,Tubes w 30% Loss,Tubes w 40% Loss,Tubes w 50% Loss,Tubes w 60% Loss,Tubes w 70% Loss,Tubes w 80% Loss,Tubes w 90% Loss,Bins w 10% Loss,Bins w 20% Loss,Bins w 30% Loss,Bins w 40% Loss,Bins w 50% Loss,Bins w 60% Loss,Bins w 70% Loss,Bins w 80% Loss,Bins w 90% Loss,PARENTNAME,OWNER_NAME,OPER_NAME,PLANT_NAME,PHYS_CITY,P_COUNTY,UNIT_STATE,P_ST_NAME,P_COUNTRY,MARKET_REG,WORLD_REG,IND_CODE_DESC,SIC_CODE,PLANT_ID,UNIT_NAME,UNIT_ID,UNIT_TYPE,OUT_DESIGN,KO_DATE,STARTUP,STARTYEAR,SHUTDOWN,PRIM_FUEL,SECND_FUEL,FUEL_GROUP,HEAT_RATE,PWR_USAGE,U_STATUS,BOIL_NAME,BOILERTYPE,BMFR_NAME,BOIL_INFO,STEAM,STEAM_UOM,STEAM_TON,PRESSURE,PRES_UOM,PRES_BAR,TEMP,TEMP_UOM,TEMP_CEL,DESIGNFIRM,CONSTFIRM,MMBTU_HR,KO_YEAR,LATITUDE,LONGITUDE,COGEN_CHP,SHUTDOWN_dt,SHUTDOWN_yr
103,1006659.0,Kentucky Utilities,Ghent Generating Station,unit-2-3cfa1a,lower-slopes-968292,20211026-b6175c,0.188,Slopes,False,240,10198,2549.5,10,236,215,88,9,0,0,0,0,0,4396,1570,220,10,0,0,0,0,0,PPL Corporation,Kentucky Utilities Company,Kentucky Utilities Company,Ghent Power Station,Ghent,Carroll,KY,Kentucky,U.S.A.,Great Lakes,North America,Power,4911.0,1013848.0,Ghent 02,1006659.0,Steam Turbine,556.4,,1-Apr-77,1977.0,,Coal Bituminous,,Coal,10398.0,Base Load,Operational,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-HS FGD-WS (SCR-2014) (Bergmann BAG-ACI-2015),3800000.0,lbs/hr,1900.0,2620.0,PSIG,181.0,1005.0,deg F,541.0,Sargent & Lundy,,5500.0,,38.7497,-85.035,0.0,,
104,1006659.0,Kentucky Utilities,Ghent Generating Station,unit-2-3cfa1a,lower-slopes-968292,20211026-b6175c,0.188,Slopes,False,240,10198,2549.5,10,236,215,88,9,0,0,0,0,0,4396,1570,220,10,0,0,0,0,0,PPL Corporation,Kentucky Utilities Company,Kentucky Utilities Company,Ghent Power Station,Ghent,Carroll,KY,Kentucky,U.S.A.,Great Lakes,North America,Power,4911.0,1013848.0,Ghent 02,1006659.0,Steam Turbine,556.4,,1-Apr-77,1977.0,,Coal Bituminous,,Coal,10398.0,Base Load,Operational,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-HS FGD-WS (SCR-2014) (Bergmann BAG-ACI-2015),3800000.0,lbs/hr,1900.0,2620.0,PSIG,181.0,1005.0,deg F,541.0,Sargent & Lundy,,5500.0,,38.7497,-85.035,0.0,,
105,1006659.0,Kentucky Utilities,Ghent Generating Station,unit-2-3cfa1a,waterwalls-e7688b,20190923-b6fbd7,0.22,Walls,False,247,46358,11589.5,1,220,127,40,3,0,0,0,0,0,2873,582,87,4,0,0,0,0,0,PPL Corporation,Kentucky Utilities Company,Kentucky Utilities Company,Ghent Power Station,Ghent,Carroll,KY,Kentucky,U.S.A.,Great Lakes,North America,Power,4911.0,1013848.0,Ghent 02,1006659.0,Steam Turbine,556.4,,1-Apr-77,1977.0,,Coal Bituminous,,Coal,10398.0,Base Load,Operational,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-HS FGD-WS (SCR-2014) (Bergmann BAG-ACI-2015),3800000.0,lbs/hr,1900.0,2620.0,PSIG,181.0,1005.0,deg F,541.0,Sargent & Lundy,,5500.0,,38.7497,-85.035,0.0,,
106,1006659.0,Kentucky Utilities,Ghent Generating Station,unit-2-3cfa1a,waterwalls-e7688b,20190923-b6fbd7,0.22,Walls,False,247,46358,11589.5,1,220,127,40,3,0,0,0,0,0,2873,582,87,4,0,0,0,0,0,PPL Corporation,Kentucky Utilities Company,Kentucky Utilities Company,Ghent Power Station,Ghent,Carroll,KY,Kentucky,U.S.A.,Great Lakes,North America,Power,4911.0,1013848.0,Ghent 02,1006659.0,Steam Turbine,556.4,,1-Apr-77,1977.0,,Coal Bituminous,,Coal,10398.0,Base Load,Operational,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-HS FGD-WS (SCR-2014) (Bergmann BAG-ACI-2015),3800000.0,lbs/hr,1900.0,2620.0,PSIG,181.0,1005.0,deg F,541.0,Sargent & Lundy,,5500.0,,38.7497,-85.035,0.0,,
107,1006659.0,Kentucky Utilities,Ghent Generating Station,unit-2-3cfa1a,lower-slopes-968292,20190924-87d0f8,0.188,Slopes,False,283,11483,2870.75,1,278,155,7,1,0,0,0,0,0,2329,289,10,1,0,0,0,0,0,PPL Corporation,Kentucky Utilities Company,Kentucky Utilities Company,Ghent Power Station,Ghent,Carroll,KY,Kentucky,U.S.A.,Great Lakes,North America,Power,4911.0,1013848.0,Ghent 02,1006659.0,Steam Turbine,556.4,,1-Apr-77,1977.0,,Coal Bituminous,,Coal,10398.0,Base Load,Operational,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-HS FGD-WS (SCR-2014) (Bergmann BAG-ACI-2015),3800000.0,lbs/hr,1900.0,2620.0,PSIG,181.0,1005.0,deg F,541.0,Sargent & Lundy,,5500.0,,38.7497,-85.035,0.0,,
108,1006659.0,Kentucky Utilities,Ghent Generating Station,unit-2-3cfa1a,lower-slopes-968292,20190924-87d0f8,0.188,Slopes,False,283,11483,2870.75,1,278,155,7,1,0,0,0,0,0,2329,289,10,1,0,0,0,0,0,PPL Corporation,Kentucky Utilities Company,Kentucky Utilities Company,Ghent Power Station,Ghent,Carroll,KY,Kentucky,U.S.A.,Great Lakes,North America,Power,4911.0,1013848.0,Ghent 02,1006659.0,Steam Turbine,556.4,,1-Apr-77,1977.0,,Coal Bituminous,,Coal,10398.0,Base Load,Operational,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-HS FGD-WS (SCR-2014) (Bergmann BAG-ACI-2015),3800000.0,lbs/hr,1900.0,2620.0,PSIG,181.0,1005.0,deg F,541.0,Sargent & Lundy,,5500.0,,38.7497,-85.035,0.0,,
109,1006660.0,APS,Cholla Power Plant,unit-3-boiler-043d04,lower-slopes-111ffd,20211115-224d14,0.1875,Slopes,False,139,2922,730.5,568,139,128,95,61,18,0,0,0,0,1226,767,472,166,30,0,0,0,0,Pinnacle West Capital Corporation,Arizona Public Service Company,Arizona Public Service Company,Cholla Power Station,Joseph City,Navajo,AZ,Arizona,U.S.A.,Rocky Mountains,North America,Power,4911.0,1016384.0,Cholla 03,1006660.0,Steam Turbine,302.0,,1-May-80,1980.0,3-Jan-25,Coal Subbituminous,Fuel Oil No. 2 Distillate Diesel,Coal,10399.0,Base Load,Operational,Boiler 03,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Model RR SN:9272 (5 Mills 94.4K Lbs/hr Each) Tangential-Fired OFA ESP-HS LNB OFA (FGD-WS BAG Pulse-Jet 2009) (ACI - 2016),2015000.0,lbs/hr,1007.5,1990.0,PSIG,137.0,1005.0,deg F,541.0,Ebasco,Bechtel Corporation,,,34.939671,-110.299996,0.0,2025-01-03,2025.0
110,1006660.0,APS,Cholla Power Plant,unit-3-boiler-043d04,front-rear-walls-77159d,20211115-4ae943,0.2,Walls,False,204,33861,8465.25,703,204,204,202,184,110,16,0,0,0,10800,8675,5848,2379,425,35,0,0,0,Pinnacle West Capital Corporation,Arizona Public Service Company,Arizona Public Service Company,Cholla Power Station,Joseph City,Navajo,AZ,Arizona,U.S.A.,Rocky Mountains,North America,Power,4911.0,1016384.0,Cholla 03,1006660.0,Steam Turbine,302.0,,1-May-80,1980.0,3-Jan-25,Coal Subbituminous,Fuel Oil No. 2 Distillate Diesel,Coal,10399.0,Base Load,Operational,Boiler 03,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Model RR SN:9272 (5 Mills 94.4K Lbs/hr Each) Tangential-Fired OFA ESP-HS LNB OFA (FGD-WS BAG Pulse-Jet 2009) (ACI - 2016),2015000.0,lbs/hr,1007.5,1990.0,PSIG,137.0,1005.0,deg F,541.0,Ebasco,Bechtel Corporation,,,34.939671,-110.299996,0.0,2025-01-03,2025.0
111,1006694.0,APS,APS  - Yucca Power Plant,unit-1-59af1a,bullnose-7a0a52,20210606-766262,0.38,Other,False,68,1021,255.25,186,56,35,23,16,12,8,2,1,0,150,52,28,19,13,8,2,1,0,Pinnacle West Capital Corporation,Arizona Public Service Company,Arizona Public Service Company,Yucca Power Station,Yuma,Yuma,AZ,Arizona,U.S.A.,Rocky Mountains,North America,Power,4911.0,1521513.0,Yucca 01,1006694.0,Steam Turbine,75.0,,1-Apr-59,1959.0,,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,10190.0,Base Load,Operational,Boiler 01,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Tangentially-Fired,600000.0,lbs/hr,300.0,1800.0,PSIG,124.0,1000.0,deg F,538.0,,,,,32.72093948,-114.7103794,0.0,,
112,1006694.0,APS,APS  - Yucca Power Plant,unit-1-59af1a,waterwalls-848811,20210604-a17446,0.28,Walls,False,98,11096,2774.0,1,20,8,6,1,0,0,0,0,0,35,11,7,1,0,0,0,0,0,Pinnacle West Capital Corporation,Arizona Public Service Company,Arizona Public Service Company,Yucca Power Station,Yuma,Yuma,AZ,Arizona,U.S.A.,Rocky Mountains,North America,Power,4911.0,1521513.0,Yucca 01,1006694.0,Steam Turbine,75.0,,1-Apr-59,1959.0,,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,10190.0,Base Load,Operational,Boiler 01,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Tangentially-Fired,600000.0,lbs/hr,300.0,1800.0,PSIG,124.0,1000.0,deg F,538.0,,,,,32.72093948,-114.7103794,0.0,,
113,1006743.0,Southern Illinois Power Cooperative,SIPC - Marion Power Station,cfb-boiler-67bbe8,waterwalls-c7035d,20220411-e68bd1,0.18,Walls,False,194,45773,11443.25,0,186,126,31,2,0,0,0,0,0,2548,407,48,2,0,0,0,0,0,Southern Illinois Power Cooperative (SIPC),Southern Illinois Power Cooperative (SIPC),Southern Illinois Power Cooperative (SIPC),Marion Power Station,Marion,Williamson,IL,Illinois,U.S.A.,Great Lakes,North America,Power,4911.0,1009571.0,Marion 01 ST,1006743.0,Steam Turbine,33.0,,1-Jun-63,1963.0,,Coal Waste,Coal Bituminous,Coal,11580.0,Peak Load,Operational,CFB Repowered ST 01-03,Fluidized Bed Boiler,Sumitomo FW,CFB SNCR FGD-DS BAG (Emerson DCS),1150000.0,lbs/hr,575.0,850.0,PSIG,59.0,900.0,deg F,482.0,Sargent & Lundy,Foster Wheeler,,,37.619747,-88.953114,0.0,,
114,1006743.0,Southern Illinois Power Cooperative,SIPC - Marion Power Station,cfb-boiler-67bbe8,waterwalls-c7035d,20220411-e68bd1,0.18,Walls,False,194,45773,11443.25,0,186,126,31,2,0,0,0,0,0,2548,407,48,2,0,0,0,0,0,Southern Illinois Power Cooperative (SIPC),Southern Illinois Power Cooperative (SIPC),Southern Illinois Power Cooperative (SIPC),Marion Power Station,Marion,Williamson,IL,Illinois,U.S.A.,Great Lakes,North America,Power,4911.0,1009571.0,Marion 01 ST,1006743.0,Steam Turbine,33.0,,1-Jun-63,1963.0,,Coal Waste,Coal Bituminous,Coal,11580.0,Peak Load,Operational,Boiler 01 Replaced,Wet Bottom Boiler,Babcock & Wilcox,Cyclone ESP-CS FGC MC,335000.0,lbs/hr,167.5,850.0,PSIG,59.0,900.0,deg F,482.0,,,,,37.619747,-88.953114,0.0,,
115,1006839.0,Southern Co,Plant Gaston,unit-5-8632ca,waterwalls-e60154,20201122-627ca9,0.238,Walls,True,655,172676,43169.0,2,655,614,312,13,0,0,0,0,0,43495,9428,1390,30,0,0,0,0,0,Southern Company,Alabama Power Company,Alabama Power Company,Ernest C Gaston Power Station,Wilsonville,Shelby,AL,Alabama,U.S.A.,Southeast,North America,Power,4911.0,1006892.0,Ernest C Gaston 05,1006839.0,Steam Turbine,884.0,,1-Aug-74,1974.0,,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,9308.0,Intermediate Load,Operational,Boiler 05,Dry Bottom Boiler,Babcock & Wilcox,PC SC Tangential LNB SOFA ESP-HS FGC SCR (FGD-WS-JBR 2010) (BAG 2016),6351470.0,lbs/hr,3175.735,3625.0,PSIG,250.0,1000.0,deg F,538.0,Southern Company Services,,,,33.244211,-86.458056,0.0,,
116,1006839.0,Southern Co,Plant Gaston,unit-5-8632ca,waterwalls-e60154,20181028-f8cbb4,0.238,Walls,True,656,147181,36795.25,1,656,507,70,9,0,0,0,0,0,29884,4150,262,15,0,0,0,0,0,Southern Company,Alabama Power Company,Alabama Power Company,Ernest C Gaston Power Station,Wilsonville,Shelby,AL,Alabama,U.S.A.,Southeast,North America,Power,4911.0,1006892.0,Ernest C Gaston 05,1006839.0,Steam Turbine,884.0,,1-Aug-74,1974.0,,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,9308.0,Intermediate Load,Operational,Boiler 05,Dry Bottom Boiler,Babcock & Wilcox,PC SC Tangential LNB SOFA ESP-HS FGC SCR (FGD-WS-JBR 2010) (BAG 2016),6351470.0,lbs/hr,3175.735,3625.0,PSIG,250.0,1000.0,deg F,538.0,Southern Company Services,,,,33.244211,-86.458056,0.0,,
117,1006839.0,Southern Co,Plant Gaston,unit-5-8632ca,lower-slopes-456532,20181028-b16b2c,0.238,Slopes,True,179,6474,1618.5,0,179,154,60,0,0,0,0,0,0,5690,1589,133,0,0,0,0,0,0,Southern Company,Alabama Power Company,Alabama Power Company,Ernest C Gaston Power Station,Wilsonville,Shelby,AL,Alabama,U.S.A.,Southeast,North America,Power,4911.0,1006892.0,Ernest C Gaston 05,1006839.0,Steam Turbine,884.0,,1-Aug-74,1974.0,,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,9308.0,Intermediate Load,Operational,Boiler 05,Dry Bottom Boiler,Babcock & Wilcox,PC SC Tangential LNB SOFA ESP-HS FGC SCR (FGD-WS-JBR 2010) (BAG 2016),6351470.0,lbs/hr,3175.735,3625.0,PSIG,250.0,1000.0,deg F,538.0,Southern Company Services,,,,33.244211,-86.458056,0.0,,
118,1006844.0,Southern Co,Greene County Steam Plant,unit-2-f0ccaf,waterwalls-dffeab,20210413-7cf595,0.26,Walls,True,167,21562,5390.5,0,158,81,31,0,0,0,0,0,0,1953,330,58,0,0,0,0,0,0,Southern Company,Alabama Power Company,Alabama Power Company,Greene County Steam Plant,Forkland,Greene,AL,Alabama,U.S.A.,Southeast,North America,Power,4911.0,1006899.0,Greene County 02,1006844.0,Steam Turbine,269.0,,1-Jul-66,1966.0,31-Dec-26,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,12756.0,Base Load,Operational,Boiler 02,Dry Bottom Boiler,Riley Stoker Corporation,PC Opposed-Fired LNB OFA ESP-HS (ACIS DSI ESP-CS 2015),1800000.0,lbs/hr,900.0,2400.0,PSIG,165.0,1000.0,deg F,538.0,Southern Company Services,,2510.0,,32.601784,-87.782033,0.0,2026-12-31,2026.0
119,1006958.0,Tucson Electric Power,TEP - Sundt Station,unit-3-bc5106,waterwalls-adbcec,20210329-9559f2,0.24,Walls,False,100,15890,3972.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortis Incorporated,Tucson Electric Power,Tucson Electric Power,H Wilson Sundt Generating Station,Tucson,Pima,AZ,Arizona,U.S.A.,Rocky Mountains,North America,Power,4911.0,1520876.0,Irvington 02,1006958.0,Steam Turbine,108.8,,1-Oct-60,1960.0,31-Dec-19,Natural Gas,Fuel Oil No. 5 Residual,Natural Gas,11302.0,Base Load,Closed,Boiler 12,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired SN:19065,575000.0,lbs/hr,287.5,1450.0,PSIG,100.0,1000.0,deg F,538.0,,,,,32.163025,-110.908648,0.0,2019-12-31,2019.0
120,1006962.0,Tucson Electric Power,TEP - Sundt Station,unit-4-dee39b,waterwalls-ea13aa,20210125-0b2c94,0.205,Walls,False,222,11423,2855.75,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Fortis Incorporated,Tucson Electric Power,Tucson Electric Power,H Wilson Sundt Generating Station,Tucson,Pima,AZ,Arizona,U.S.A.,Rocky Mountains,North America,Power,4911.0,1520876.0,Irvington 04,1006962.0,Steam Turbine,173.3,,1-Jul-67,1967.0,31-Dec-48,Natural Gas,Landfill Gas,Natural Gas,10247.0,Base Load,Operational,Boiler ST 14,Dry Bottom Boiler,Wood Foster Wheeler,PC Front-Fired SN:75-19847 OVA LNB BAG,722000.0,lbs/hr,361.0,1976.0,PSIG,136.0,1010.0,deg F,543.0,,,,,32.163025,-110.908648,0.0,2048-12-31,2048.0
121,1006962.0,Tucson Electric Power,TEP - Sundt Station,unit-4-dee39b,waterwalls-ea13aa,20210125-0b2c94,0.205,Walls,False,222,11423,2855.75,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Fortis Incorporated,Tucson Electric Power,Tucson Electric Power,H Wilson Sundt Generating Station,Tucson,Pima,AZ,Arizona,U.S.A.,Rocky Mountains,North America,Power,4911.0,1520876.0,Irvington 04,1006962.0,Steam Turbine,173.3,,1-Jul-67,1967.0,31-Dec-48,Natural Gas,Landfill Gas,Natural Gas,10247.0,Base Load,Operational,HRSG,Heat Recovery Steam Generator (HRSG),,Designed and Mfg. by JB Henderson,120000.0,lbs/hr,60.0,,PSIG,,,deg F,,,,125.0,,32.163025,-110.908648,0.0,2048-12-31,2048.0
122,1006962.0,Tucson Electric Power,TEP - Sundt Station,unit-4-dee39b,lower-arch-12cc50,20210125-69c439,0.205,Other,False,110,916,229.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortis Incorporated,Tucson Electric Power,Tucson Electric Power,H Wilson Sundt Generating Station,Tucson,Pima,AZ,Arizona,U.S.A.,Rocky Mountains,North America,Power,4911.0,1520876.0,Irvington 04,1006962.0,Steam Turbine,173.3,,1-Jul-67,1967.0,31-Dec-48,Natural Gas,Landfill Gas,Natural Gas,10247.0,Base Load,Operational,Boiler ST 14,Dry Bottom Boiler,Wood Foster Wheeler,PC Front-Fired SN:75-19847 OVA LNB BAG,722000.0,lbs/hr,361.0,1976.0,PSIG,136.0,1010.0,deg F,543.0,,,,,32.163025,-110.908648,0.0,2048-12-31,2048.0
123,1006962.0,Tucson Electric Power,TEP - Sundt Station,unit-4-dee39b,lower-arch-12cc50,20210125-69c439,0.205,Other,False,110,916,229.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortis Incorporated,Tucson Electric Power,Tucson Electric Power,H Wilson Sundt Generating Station,Tucson,Pima,AZ,Arizona,U.S.A.,Rocky Mountains,North America,Power,4911.0,1520876.0,Irvington 04,1006962.0,Steam Turbine,173.3,,1-Jul-67,1967.0,31-Dec-48,Natural Gas,Landfill Gas,Natural Gas,10247.0,Base Load,Operational,HRSG,Heat Recovery Steam Generator (HRSG),,Designed and Mfg. by JB Henderson,120000.0,lbs/hr,60.0,,PSIG,,,deg F,,,,125.0,,32.163025,-110.908648,0.0,2048-12-31,2048.0
124,1007009.0,LG&E,Mill Creek,unit-3-89302f,waterwalls-2b6b6b,20220922-f884ad,0.265,Walls,False,197,1170,292.5,0,96,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,PPL Corporation,Louisville Gas & Electric Company,Louisville Gas & Electric Company,Mill Creek Power Station,Louisville,Jefferson,KY,Kentucky,U.S.A.,Great Lakes,North America,Power,4911.0,1013423.0,Mill Creek 03,1007009.0,Steam Turbine,462.6,,1-Aug-78,1978.0,,Coal Bituminous,Natural Gas,Coal,10285.0,Base Load,Operational,Boiler 03,Dry Bottom Boiler,Babcock & Wilcox,PC Opposed-Fired Carolina Type LNB SCR ESP-CS FGD-WS Round FD Cooling Tower (BPEI Scrubber 2015/2016),3100000.0,lbs/hr,1550.0,2600.0,PSIG,179.0,1000.0,deg F,538.0,Duke/Fluor Daniel,,4204.0,,38.0525,-85.91028,0.0,,
125,1007009.0,LG&E,Mill Creek,unit-3-89302f,front-slope-2a2791,20220920-4c3c6c,0.275,Other,False,205,7667,1916.75,1,38,9,4,1,0,0,0,0,0,248,83,21,1,0,0,0,0,0,PPL Corporation,Louisville Gas & Electric Company,Louisville Gas & Electric Company,Mill Creek Power Station,Louisville,Jefferson,KY,Kentucky,U.S.A.,Great Lakes,North America,Power,4911.0,1013423.0,Mill Creek 03,1007009.0,Steam Turbine,462.6,,1-Aug-78,1978.0,,Coal Bituminous,Natural Gas,Coal,10285.0,Base Load,Operational,Boiler 03,Dry Bottom Boiler,Babcock & Wilcox,PC Opposed-Fired Carolina Type LNB SCR ESP-CS FGD-WS Round FD Cooling Tower (BPEI Scrubber 2015/2016),3100000.0,lbs/hr,1550.0,2600.0,PSIG,179.0,1000.0,deg F,538.0,Duke/Fluor Daniel,,4204.0,,38.0525,-85.91028,0.0,,
126,1007058.0,AES,Redondo Beach,unit-6-1c3c83,waterwalls-37e551,20220321-92341b,0.28,Walls,True,237,9222,2305.5,1,15,3,1,1,0,0,0,0,0,24,3,1,1,0,0,0,0,0,AES Corporation,AES Redondo Beach LLC,AES Redondo Beach LLC,Redondo Beach Power Station,Redondo Beach,Los Angeles [souther,CA,California,U.S.A.,West Coast,North America,Power,4931.0,1013741.0,Redondo Beach 06,1007058.0,Steam Turbine,156.25,,1-Jul-57,1957.0,29-Dec-23,Natural Gas,,Natural Gas,9740.0,Peak Load,Operational,Boiler 06,Dry Bottom Boiler,Babcock & Wilcox,Front-Fired SCR BFAB FGR,1254000.0,lbs/hr,627.0,1800.0,PSIG,124.0,1000.0,deg F,538.0,Stone & Webster,,,,33.850312,-118.395015,0.0,2023-12-29,2023.0
127,1007151.0,JEA,Northside Generating Station,cfb-boiler-no2-95a7d1,waterwalls-94ad97,20221109-ac1b7a,0.187,Walls,False,771,61947,15486.75,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,City of Jacksonville,Jacksonville Electric Authority,Jacksonville Electric Authority,Northside Generating Station,Jacksonville,Duval,FL,Florida,U.S.A.,Southeast,North America,Power,4911.0,1021650.0,Northside 03,1007151.0,Steam Turbine,563.7,,1-Jun-77,1977.0,,Fuel Oil No. 6 Residual,Natural Gas,Fuel Oil,9443.0,Base Load,Operational,Boiler 03,Dry Bottom Boiler,Riley Stoker Corporation,Front-Fired LNB FGR,3548000.0,lbs/hr,1774.0,2400.0,PSIG,165.0,1000.0,deg F,538.0,,,,,30.419914,-81.554131,0.0,,
128,1007151.0,JEA,Northside Generating Station,cfb-boiler-no2-95a7d1,division-walls-1aa8a7,20221109-ca64a2,0.335,Walls,False,22,3864,966.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City of Jacksonville,Jacksonville Electric Authority,Jacksonville Electric Authority,Northside Generating Station,Jacksonville,Duval,FL,Florida,U.S.A.,Southeast,North America,Power,4911.0,1021650.0,Northside 03,1007151.0,Steam Turbine,563.7,,1-Jun-77,1977.0,,Fuel Oil No. 6 Residual,Natural Gas,Fuel Oil,9443.0,Base Load,Operational,Boiler 03,Dry Bottom Boiler,Riley Stoker Corporation,Front-Fired LNB FGR,3548000.0,lbs/hr,1774.0,2400.0,PSIG,165.0,1000.0,deg F,538.0,,,,,30.419914,-81.554131,0.0,,
129,1007286.0,Great River Energy,Coal Creek Station,pc-boiler-bf6745,waterwalls-00db24,20220320-6f15b5,0.25,Walls,False,462,31318,7829.5,1847,462,462,378,272,134,37,5,0,0,31241,29342,12480,5784,1345,170,10,0,0,Rainbow Energy Marketing Corporation,Rainbow Energy Center LLC,Rainbow Energy Center LLC,Coal Creek Power Station,Underwood,McLean,ND,North Dakota,U.S.A.,Midwest,North America,Power,4911.0,1015427.0,Coal Creek 01,1007286.0,Steam Turbine,605.0,,1-Jun-79,1979.0,,Coal Lignite,Fuel Oil No. 2 Distillate Diesel,Coal,11523.0,Base Load,Operational,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired SOFA LNB ESP-CS FGD-WS (8 Burners 8 Pulverizers) (SNCR-2015/2016),3370000.0,lbs/hr,1685.0,2520.0,PSIG,174.0,1005.0,deg F,541.0,Black & Veatch,Black & Veatch,6015.0,,47.37775,-101.15683,0.0,,
130,1007295.0,Otter Tail Power Company,Coyote Power Station,pc-boiler-d88891,waterwalls-44c8e5,20190408-6ef89f,0.284,Walls,False,191,55196,13799.0,1,190,66,21,7,2,0,0,0,0,2067,125,24,7,2,0,0,0,0,Otter Tail Corporation,Otter Tail Power Company,Otter Tail Power Company,Coyote Power Station,Beulah,Mercer,ND,North Dakota,U.S.A.,Midwest,North America,Power,4911.0,1508618.0,Coyote 01,1007295.0,Steam Turbine,450.0,,1-May-81,1981.0,,Coal Lignite,Fuel Oil No. 2 Distillate Diesel,Coal,11529.0,Base Load,Operational,Boiler 01,Wet Bottom Boiler,Babcock & Wilcox,Cyclone-Fired BAG FGD-DS (ADA-ES ACI),3250000.0,lbs/hr,1625.0,2620.0,PSIG,181.0,1005.0,deg F,541.0,,,5800.0,,47.21806,-101.8125,0.0,,
131,1007295.0,Otter Tail Power Company,Coyote Power Station,pc-boiler-d88891,upper-arch-0a92f4,20190408-2a21cc,0.26,Other,False,144,1204,301.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otter Tail Corporation,Otter Tail Power Company,Otter Tail Power Company,Coyote Power Station,Beulah,Mercer,ND,North Dakota,U.S.A.,Midwest,North America,Power,4911.0,1508618.0,Coyote 01,1007295.0,Steam Turbine,450.0,,1-May-81,1981.0,,Coal Lignite,Fuel Oil No. 2 Distillate Diesel,Coal,11529.0,Base Load,Operational,Boiler 01,Wet Bottom Boiler,Babcock & Wilcox,Cyclone-Fired BAG FGD-DS (ADA-ES ACI),3250000.0,lbs/hr,1625.0,2620.0,PSIG,181.0,1005.0,deg F,541.0,,,5800.0,,47.21806,-101.8125,0.0,,
132,1007295.0,Otter Tail Power Company,Coyote Power Station,pc-boiler-d88891,lower-arch-9609c9,20190408-6b3f35,0.264,Other,False,125,231,57.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otter Tail Corporation,Otter Tail Power Company,Otter Tail Power Company,Coyote Power Station,Beulah,Mercer,ND,North Dakota,U.S.A.,Midwest,North America,Power,4911.0,1508618.0,Coyote 01,1007295.0,Steam Turbine,450.0,,1-May-81,1981.0,,Coal Lignite,Fuel Oil No. 2 Distillate Diesel,Coal,11529.0,Base Load,Operational,Boiler 01,Wet Bottom Boiler,Babcock & Wilcox,Cyclone-Fired BAG FGD-DS (ADA-ES ACI),3250000.0,lbs/hr,1625.0,2620.0,PSIG,181.0,1005.0,deg F,541.0,,,5800.0,,47.21806,-101.8125,0.0,,
